SI	UId	Type	Genotype	emmean	SE	df	lower.CL	upper.CL	Ion	p.adj_agfull	estimate_agfull	Significance_agfull	p.value_intra	p.adj_intra	estimate_intra	Significance_intra	Significance_intra_s
ein3.1_Cd111	NB_ein3.1_Cd111	NB	ein3.1	0.420040329649995	0.312555799056428	242	-0.195636813593152	1.03571747289314	Cd111	0.200023172922941	-0.582306092832177	NoSignificant	0.1047687074513	0.195975122675894	0.719729114281421	NoSignificant	NA
ein3.1_Cd111	SynCom_ein3.1_Cd111	SynCom	ein3.1	-0.299688784631426	0.312555799056429	242	-0.915365927874573	0.315988358611722	Cd111	0.266464594966945	0.508137479487515	NoSignificant	0.1047687074513	0.195975122675894	0.719729114281421	NoSignificant	NA
ein3.1_Co59	NB_ein3.1_Co59	NB	ein3.1	-0.649218536295855	0.252545510794796	242	-1.14668650551741	-0.151750567074303	Co59	0.947145770225927	-0.0356132060847313	NoSignificant	0.0477381641514461	0.102020846898886	-0.710664545489128	NoSignificant	NA
ein3.1_Co59	SynCom_ein3.1_Co59	SynCom	ein3.1	0.0614460091932726	0.252545510794796	242	-0.43602196002828	0.558913978414825	Co59	0.403619614468773	-0.32508376571449	NoSignificant	0.0477381641514461	0.102020846898886	-0.710664545489128	NoSignificant	NA
ein3.1_Cu63	SynCom_ein3.1_Cu63	SynCom	ein3.1	0.13144828421547	0.275897631577803	242	-0.41201904593861	0.674915614369549	Cu63	0.66190925082776	-0.204738076192361	NoSignificant	0.0286697001767261	0.0660202657456084	-0.858842968713697	NoSignificant	NA
ein3.1_Cu63	NB_ein3.1_Cu63	NB	ein3.1	-0.727394684498228	0.275897631577803	242	-1.27086201465231	-0.183927354344148	Cu63	0.586393377377872	0.244086049750382	NoSignificant	0.0286697001767261	0.0660202657456084	-0.858842968713697	NoSignificant	NA
ein3.1_Fe56	SynCom_ein3.1_Fe56	SynCom	ein3.1	-0.322326038653963	0.265680920413838	242	-0.845668336536174	0.201016259228247	Fe56	0.921250682307708	0.0540461416350985	NoSignificant	0.107970986076051	0.200023172922941	0.606184507475292	NoSignificant	NA
ein3.1_Fe56	NB_ein3.1_Fe56	NB	ein3.1	0.283858468821329	0.265680920413838	242	-0.239483829060881	0.807200766703539	Fe56	0.572530849150399	-0.246241139159484	NoSignificant	0.107970986076051	0.200023172922941	0.606184507475292	NoSignificant	NA
ein3.1_K39	SynCom_ein3.1_K39	SynCom	ein3.1	0.394235113554648	0.210408085472279	242	-0.02022991755311	0.808700144662405	K39	0.708916297321564	0.135456477798802	NoSignificant	0.513392270394083	0.655056804167285	-0.194763101297951	NoSignificant	NA
ein3.1_K39	NB_ein3.1_K39	NB	ein3.1	0.199472012256696	0.210408085472279	242	-0.214993018851061	0.613937043364454	K39	0.572530849150399	-0.195421328285023	NoSignificant	0.513392270394083	0.655056804167285	-0.194763101297951	NoSignificant	NA
ein3.1_Mg24	NB_ein3.1_Mg24	NB	ein3.1	0.895857296014963	0.226525854014428	242	0.449643240504387	1.34207135152554	Mg24	0.977819501230671	-0.0134127026677908	NoSignificant	0.000694212456116342	0.00262258038977285	1.10080307195174	Significant	*
ein3.1_Mg24	SynCom_ein3.1_Mg24	SynCom	ein3.1	-0.204945775936775	0.226525854014428	242	-0.651159831447351	0.241268279573801	Mg24	0.583518135175659	-0.2026912509183	NoSignificant	0.000694212456116342	0.00262258038977285	1.10080307195174	Significant	*
ein3.1_Mn55	SynCom_ein3.1_Mn55	SynCom	ein3.1	0.51215048132566	0.175206614910121	242	0.167025839675063	0.857275122976256	Mn55	0.694230317634353	-0.118661733005249	NoSignificant	0.00013472819270269	0.000633112970586625	-0.961376265379909	Significant	*
ein3.1_Mn55	NB_ein3.1_Mn55	NB	ein3.1	-0.44922578405425	0.175206614910121	242	-0.794350425704846	-0.104101142403653	Mn55	0.593619571933993	0.152438645004333	NoSignificant	0.00013472819270269	0.000633112970586625	-0.961376265379909	Significant	*
ein3.1_Mo98	SynCom_ein3.1_Mo98	SynCom	ein3.1	-0.584992685527784	0.240535011882967	242	-1.0588021922243	-0.111183178831269	Mo98	0.433152351900327	0.293607646456853	NoSignificant	0.007390660282058	0.0199127910859528	0.918967776444837	Significant	*
ein3.1_Mo98	NB_ein3.1_Mo98	NB	ein3.1	0.333975090917054	0.240535011882967	242	-0.139834415779461	0.807784597613568	Mo98	0.219860719944705	-0.430026450610533	NoSignificant	0.007390660282058	0.0199127910859528	0.918967776444837	Significant	*
ein3.1_Na23	SynCom_ein3.1_Na23	SynCom	ein3.1	-0.79196580182086	0.148288537430537	242	-1.08406680707034	-0.499864796571379	Na23	0.713199724548898	0.0936645906328105	NoSignificant	0.0331689499050181	0.0743087327329475	0.449261964592909	NoSignificant	NA
ein3.1_Na23	NB_ein3.1_Na23	NB	ein3.1	-0.342703837227951	0.148288537430537	242	-0.634804842477432	-0.05060283197847	Na23	0.991412535212334	-0.00258186032988036	NoSignificant	0.0331689499050181	0.0743087327329475	0.449261964592909	NoSignificant	NA
ein3.1_P31	NB_ein3.1_P31	NB	ein3.1	0.511137916642217	0.169026528292368	242	0.178186903141538	0.844088930142895	P31	0.752025293055671	-0.0913620101532392	NoSignificant	9.10890152433072e-07	7.01992677475088e-06	1.20482012825836	Significant	*
ein3.1_P31	SynCom_ein3.1_P31	SynCom	ein3.1	-0.69368221161614	0.169026528292368	242	-1.02663322511682	-0.360731198115462	P31	0.252040877326299	0.284031730736184	NoSignificant	9.10890152433072e-07	7.01992677475088e-06	1.20482012825836	Significant	*
ein3.1_Rb85	SynCom_ein3.1_Rb85	SynCom	ein3.1	0.472979405441977	0.194241119543636	242	0.0903603084935127	0.855598502390441	Rb85	0.653003372496472	-0.148949335102279	NoSignificant	0.229710733104828	0.356916139071481	-0.330776188170327	NoSignificant	NA
ein3.1_Rb85	NB_ein3.1_Rb85	NB	ein3.1	0.142203217271649	0.194241119543636	242	-0.240415879676814	0.524822314220113	Rb85	0.708516144820831	-0.125559237599559	NoSignificant	0.229710733104828	0.356916139071481	-0.330776188170327	NoSignificant	NA
ein3.1_S34	SynCom_ein3.1_S34	SynCom	ein3.1	-0.788675576735186	0.171449894578574	242	-1.12640017382199	-0.450950979648387	S34	0.00463883266029017	0.64137586581684	Down	0.15634058293643	0.261751999536579	0.344765344202714	NoSignificant	NA
ein3.1_S34	NB_ein3.1_S34	NB	ein3.1	-0.443910232532472	0.171449894578574	242	-0.781634829619271	-0.106185635445673	S34	0.594148250694043	-0.148359644304176	NoSignificant	0.15634058293643	0.261751999536579	0.344765344202714	NoSignificant	NA
ein3.1_Sr88	SynCom_ein3.1_Sr88	SynCom	ein3.1	0.7416923975115	0.221566823856689	242	0.305246714656273	1.17813808036673	Sr88	0.156456646573051	-0.452886584175704	NoSignificant	1.75098148855561e-05	0.000105423677123452	-1.37315900220361	Significant	*
ein3.1_Sr88	NB_ein3.1_Sr88	NB	ein3.1	-0.631466604692107	0.221566823856689	242	-1.06791228754733	-0.195020921836881	Sr88	0.488455385238532	0.245024277727493	NoSignificant	1.75098148855561e-05	0.000105423677123452	-1.37315900220361	Significant	*
ein3.1_Zn66	NB_ein3.1_Zn66	NB	ein3.1	-0.0319887865379595	0.302164040401602	242	-0.627196086312546	0.563218513236627	Zn66	0.967993197775043	0.0294410164128298	NoSignificant	0.980770762030365	0.990781866924866	0.0103102868547228	NoSignificant	NA
ein3.1_Zn66	SynCom_ein3.1_Zn66	SynCom	ein3.1	-0.0422990733926823	0.302164040401602	242	-0.637506373167269	0.552908226381905	Zn66	0.896000873315422	-0.0770634192996198	NoSignificant	0.980770762030365	0.990781866924866	0.0103102868547228	NoSignificant	NA
esb1_As75	NB_esb1_As75	NB	esb1	-0.759323373343059	0.233123826813889	242	-1.21853421552863	-0.300112531157491	As75	0.285330354529667	0.365547944481895	NoSignificant	0.179082677335134	0.289943382352122	0.456423256726104	NoSignificant	NA
esb1_As75	SynCom_esb1_As75	SynCom	esb1	-1.21574663006916	0.245734089862175	242	-1.69979735925267	-0.731695900885653	As75	0.0544315904778921	0.641158855467974	NoSignificant	0.179082677335134	0.289943382352122	0.456423256726104	NoSignificant	NA
esb1_B11	SynCom_esb1_B11	SynCom	esb1	-0.815275164175135	0.285373222348139	242	-1.3774076564335	-0.253142671916774	B11	0.5224849132655	0.291303613450923	NoSignificant	0.610420723257146	0.728973508352542	0.20066725131811	NoSignificant	NA
esb1_B11	NB_esb1_B11	NB	esb1	-0.614607912857025	0.270728809752535	242	-1.14789361955404	-0.0813222061600085	B11	0.630563562907197	0.21784580993748	NoSignificant	0.610420723257146	0.728973508352542	0.20066725131811	NoSignificant	NA
esb1_Ca43	SynCom_esb1_Ca43	SynCom	esb1	-1.50339126455574	0.200820232143561	242	-1.89896999707272	-1.10781253203876	Ca43	1.65441666484688e-21	2.56871107131489	Down	0.146951168960143	0.252040877326299	0.402774842213852	NoSignificant	NA
esb1_Ca43	NB_esb1_Ca43	NB	esb1	-1.10061642234189	0.190514800145223	242	-1.47589535894473	-0.725337485739038	Ca43	0.0714627528479089	0.47546487230227	NoSignificant	0.146951168960143	0.252040877326299	0.402774842213852	NoSignificant	NA
esb1_Cd111	SynCom_esb1_Cd111	SynCom	esb1	-0.239458434998682	0.329462740304074	242	-0.88843912698338	0.409522256986015	Cd111	0.362077109751696	0.447907129854772	NoSignificant	0.925419207868238	0.962036514654391	0.0425555811495527	NoSignificant	NA
esb1_Cd111	NB_esb1_Cd111	NB	esb1	-0.19690285384913	0.312555799056428	242	-0.812579997092277	0.418774289394018	Cd111	0.962036514654391	0.034637090666948	NoSignificant	0.925419207868238	0.962036514654391	0.0425555811495527	NoSignificant	NA
esb1_Co59	NB_esb1_Co59	NB	esb1	0.487718876785132	0.252545510794796	242	-0.00974909243642114	0.985186846006684	Co59	0.000396419878724532	-1.17255061916572	Up	0.430367672255843	0.576693511523676	-0.289840835928488	NoSignificant	NA
esb1_Co59	SynCom_esb1_Co59	SynCom	esb1	0.777559712713619	0.266206342320732	242	0.253182430807403	1.30193699461984	Co59	0.00265923751603414	-1.04119746923484	Up	0.430367672255843	0.576693511523676	-0.289840835928488	NoSignificant	NA
esb1_Cu63	SynCom_esb1_Cu63	SynCom	esb1	0.362184360254156	0.290821638943951	242	-0.21068050547171	0.935049225980022	Cu63	0.303890150177652	-0.435474152231047	NoSignificant	0.24888893041532	0.381585681114204	0.463339109764276	NoSignificant	NA
esb1_Cu63	NB_esb1_Cu63	NB	esb1	0.825523470018432	0.275897631577803	242	0.282056139864353	1.36899080017251	Cu63	0.000289363025025088	-1.30883210476628	Up	0.24888893041532	0.381585681114204	0.463339109764276	NoSignificant	NA
esb1_Fe56	SynCom_esb1_Fe56	SynCom	esb1	-0.903367690039669	0.280052279785884	242	-1.45501890911104	-0.351716470968303	Fe56	0.102020846898886	0.635087793020804	NoSignificant	0.11907380459792	0.215751282312219	0.603826733459307	NoSignificant	NA
esb1_Fe56	NB_esb1_Fe56	NB	esb1	-0.299540956580363	0.265680920413838	242	-0.822883254462573	0.223801341301848	Fe56	0.411773153502924	0.337158286242207	NoSignificant	0.11907380459792	0.215751282312219	0.603826733459307	NoSignificant	NA
esb1_K39	SynCom_esb1_K39	SynCom	esb1	0.550054931819204	0.221789596069262	242	0.113170428888185	0.986939434750222	K39	0.969429746815222	-0.0203633404657537	NoSignificant	0.168909033778611	0.278146500068482	-0.421839356813021	NoSignificant	NA
esb1_K39	NB_esb1_K39	NB	esb1	0.128215575006183	0.210408085472279	242	-0.286249456101575	0.54268060611394	K39	0.728973508352542	-0.124164891034509	NoSignificant	0.168909033778611	0.278146500068482	-0.421839356813021	NoSignificant	NA
esb1_Mg24	NB_esb1_Mg24	NB	esb1	0.705560215748071	0.226525854014428	242	0.259346160237495	1.15177427125865	Mg24	0.644486252024325	0.176884377599102	NoSignificant	0.318428814870681	0.462441846721743	-0.329053030096148	NoSignificant	NA
esb1_Mg24	SynCom_esb1_Mg24	SynCom	esb1	1.03461324584422	0.238779215866797	242	0.56426233271281	1.50496415897563	Mg24	2.14768288135621e-06	-1.44225027269929	Up	0.318428814870681	0.462441846721743	-0.329053030096148	NoSignificant	NA
esb1_Mn55	SynCom_esb1_Mn55	SynCom	esb1	-2.01945354251975	0.184683988081334	242	-2.38324685727485	-1.65566022776465	Mn55	4.12694502628904e-22	2.41294229084016	Down	0.00184226523111429	0.00591571835324476	0.801722352241121	Significant	*
esb1_Mn55	NB_esb1_Mn55	NB	esb1	-1.21773119027863	0.175206614910121	242	-1.56285583192923	-0.872606548628036	Mn55	5.4035789186576e-05	0.920944051228716	Down	0.00184226523111429	0.00591571835324476	0.801722352241121	Significant	*
esb1_Mo98	SynCom_esb1_Mo98	SynCom	esb1	-0.55028923494852	0.25354616485528	242	-1.04972830768245	-0.0508501622145909	Mo98	0.5224849132655	0.25890419587759	NoSignificant	0.827793194377916	0.896000873315422	0.0761076645529966	NoSignificant	NA
esb1_Mo98	NB_esb1_Mo98	NB	esb1	-0.474181570395524	0.240535011882967	242	-0.947991077092038	-0.000372063699009217	Mo98	0.285155870416464	0.378130210702045	NoSignificant	0.827793194377916	0.896000873315422	0.0761076645529966	NoSignificant	NA
esb1_Na23	SynCom_esb1_Na23	SynCom	esb1	-0.759451383375437	0.156309843058543	242	-1.06735287784649	-0.451549888904383	Na23	0.8193458632141	0.0611501721873874	NoSignificant	0.00243308756571889	0.00752045247585837	0.660113532960385	Significant	*
esb1_Na23	NB_esb1_Na23	NB	esb1	-0.0993378504150519	0.148288537430537	242	-0.391438855664533	0.192763154834429	Na23	0.25789752014855	-0.245947847142779	NoSignificant	0.00243308756571889	0.00752045247585837	0.660113532960385	Significant	*
esb1_P31	NB_esb1_P31	NB	esb1	1.34473271655109	0.169026528292368	242	1.01178170305041	1.67768373005176	P31	2.58230458882659e-05	-0.924956810062108	Up	5.312231580249e-09	6.39681219454984e-08	1.48712428956163	Significant	*
esb1_P31	SynCom_esb1_P31	SynCom	esb1	-0.142391573010539	0.178169604798258	242	-0.493352756985078	0.208569610964	P31	0.30349044596557	-0.267258907869417	NoSignificant	5.312231580249e-09	6.39681219454984e-08	1.48712428956163	Significant	*
esb1_Rb85	NB_esb1_Rb85	NB	esb1	-0.0984972105719952	0.194241119543636	242	-0.481116307520459	0.284121886376469	Rb85	0.728973508352542	0.115141190244086	NoSignificant	0.00498366074664088	0.0138488264978771	-0.799851892724257	Significant	*
esb1_Rb85	SynCom_esb1_Rb85	SynCom	esb1	0.701354682152262	0.204748117672978	242	0.298038741274286	1.10467062303024	Rb85	0.200023172922941	-0.377324611812565	NoSignificant	0.00498366074664088	0.0138488264978771	-0.799851892724257	Significant	*
esb1_S34	NB_esb1_S34	NB	esb1	0.159005801334917	0.171449894578574	242	-0.178718795751882	0.496730398421717	S34	0.000830358040502922	-0.751275678171566	Up	7.34955502010423e-06	4.82732136547755e-05	-1.1416572585194	Significant	*
esb1_S34	SynCom_esb1_S34	SynCom	esb1	1.30066305985432	0.180724057154682	242	0.944670076968669	1.65665604273997	S34	4.40305910791597e-10	-1.44796277077267	Up	7.34955502010423e-06	4.82732136547755e-05	-1.1416572585194	Significant	*
esb1_Sr88	SynCom_esb1_Sr88	SynCom	esb1	-1.64683218737356	0.23355193910549	242	-2.10688633163023	-1.18677804311689	Sr88	1.19966938042454e-10	1.93563800070935	Down	0.209793967687272	0.329513351421856	0.404817702825877	NoSignificant	NA
esb1_Sr88	NB_esb1_Sr88	NB	esb1	-1.24201448454768	0.221566823856689	242	-1.67846016740291	-0.805568801692455	Sr88	0.00343378117594337	0.855572157583067	Down	0.209793967687272	0.329513351421856	0.404817702825877	NoSignificant	NA
esb1_Zn66	SynCom_esb1_Zn66	SynCom	esb1	0.18550075082137	0.3185088648894	242	-0.44190283159407	0.81290433323681	Zn66	0.553265590714676	-0.304863243513672	NoSignificant	0.993856579490463	0.995424642488918	-0.00338393080912745	NoSignificant	NA
esb1_Zn66	NB_esb1_Zn66	NB	esb1	0.182116820012242	0.302164040401602	242	-0.413090479762344	0.777324119786829	Zn66	0.71901780546806	-0.184664590137372	NoSignificant	0.993856579490463	0.995424642488918	-0.00338393080912745	NoSignificant	NA
esb1.1pCASP1::CDEF_As75	SynCom_esb1.1pCASP1::CDEF_As75	SynCom	esb1.1pCASP1::CDEF	-0.687444514768583	0.245734089862175	242	-1.17149524395209	-0.203393785585074	As75	0.791526455216241	0.112856740167395	NoSignificant	0.000107661994644386	0.000522929688272733	1.33374615730343	Significant	*
esb1.1pCASP1::CDEF_As75	NB_esb1.1pCASP1::CDEF_As75	NB	esb1.1pCASP1::CDEF	0.646301642534842	0.233123826813889	242	0.187090800349274	1.10551248472041	As75	0.000663243185494007	-1.04007707139601	Up	0.000107661994644386	0.000522929688272733	1.33374615730343	Significant	*
esb1.1pCASP1::CDEF_B11	SynCom_esb1.1pCASP1::CDEF_B11	SynCom	esb1.1pCASP1::CDEF	0.00895348310214455	0.285373222348139	242	-0.553179009156216	0.571085975360506	B11	0.194681781257901	-0.532925033826357	NoSignificant	0.0571640640707099	0.118851902995936	0.751777847612658	NoSignificant	NA
esb1.1pCASP1::CDEF_B11	NB_esb1.1pCASP1::CDEF_B11	NB	esb1.1pCASP1::CDEF	0.760731330714803	0.270728809752535	242	0.227445624017786	1.29401703741182	B11	0.00113989029772894	-1.15749343363435	Up	0.0571640640707099	0.118851902995936	0.751777847612658	NoSignificant	NA
esb1.1pCASP1::CDEF_Ca43	SynCom_esb1.1pCASP1::CDEF_Ca43	SynCom	esb1.1pCASP1::CDEF	0.730864455708884	0.200820232143561	242	0.335285723191907	1.12644318822586	Ca43	0.250863625671759	0.33445535105027	NoSignificant	0.949752050992954	0.975056279705022	0.0174622561113069	NoSignificant	NA
esb1.1pCASP1::CDEF_Ca43	NB_esb1.1pCASP1::CDEF_Ca43	NB	esb1.1pCASP1::CDEF	0.748326711820191	0.190514800145223	242	0.373047775217343	1.12360564842304	Ca43	2.50257654139486e-08	-1.37347826185981	Up	0.949752050992954	0.975056279705022	0.0174622561113069	NoSignificant	NA
esb1.1pCASP1::CDEF_Cd111	SynCom_esb1.1pCASP1::CDEF_Cd111	SynCom	esb1.1pCASP1::CDEF	0.031953400459671	0.329462740304074	242	-0.617027291525026	0.680934092444368	Cd111	0.752025293055671	0.176495294396419	NoSignificant	0.875111384028911	0.932041805597885	-0.071451395111878	NoSignificant	NA
esb1.1pCASP1::CDEF_Cd111	NB_esb1.1pCASP1::CDEF_Cd111	NB	esb1.1pCASP1::CDEF	-0.0394979946522071	0.312555799056428	242	-0.655175137895354	0.57617914859094	Cd111	0.8193458632141	-0.122767768529975	NoSignificant	0.875111384028911	0.932041805597885	-0.071451395111878	NoSignificant	NA
esb1.1pCASP1::CDEF_Co59	SynCom_esb1.1pCASP1::CDEF_Co59	SynCom	esb1.1pCASP1::CDEF	-0.748436464666363	0.266206342320732	242	-1.27281374657258	-0.224059182760148	Co59	0.205274946997317	0.484798708145146	NoSignificant	0.00153502712532655	0.005158405107202	1.17585066533762	Significant	*
esb1.1pCASP1::CDEF_Co59	NB_esb1.1pCASP1::CDEF_Co59	NB	esb1.1pCASP1::CDEF	0.427414200671253	0.252545510794796	242	-0.0700537685502994	0.924882169892806	Co59	0.000789820289998603	-1.11224594305184	Up	0.00153502712532655	0.005158405107202	1.17585066533762	Significant	*
esb1.1pCASP1::CDEF_Cu63	SynCom_esb1.1pCASP1::CDEF_Cu63	SynCom	esb1.1pCASP1::CDEF	-0.0481915220555745	0.290821638943951	242	-0.621056387781441	0.524673343670292	Cu63	0.971667953829373	-0.0250982699213165	NoSignificant	0.00374114063810046	0.0107581059145376	1.17359735579918	Significant	*
esb1.1pCASP1::CDEF_Cu63	NB_esb1.1pCASP1::CDEF_Cu63	NB	esb1.1pCASP1::CDEF	1.12540583374361	0.275897631577803	242	0.58193850358953	1.66887316389769	Cu63	6.8052795468948e-06	-1.60871446849145	Up	0.00374114063810046	0.0107581059145376	1.17359735579918	Significant	*
esb1.1pCASP1::CDEF_Fe56	SynCom_esb1.1pCASP1::CDEF_Fe56	SynCom	esb1.1pCASP1::CDEF	-0.765017873552624	0.280052279785884	242	-1.31666909262399	-0.213366654481258	Fe56	0.21804489046034	0.496737976533759	NoSignificant	0.0871752816497961	0.169107730725109	0.662981437259731	NoSignificant	NA
esb1.1pCASP1::CDEF_Fe56	NB_esb1.1pCASP1::CDEF_Fe56	NB	esb1.1pCASP1::CDEF	-0.102036436292893	0.265680920413838	242	-0.625378734175103	0.421305861589317	Fe56	0.75824015867046	0.139653765954738	NoSignificant	0.0871752816497961	0.169107730725109	0.662981437259731	NoSignificant	NA
esb1.1pCASP1::CDEF_K39	SynCom_esb1.1pCASP1::CDEF_K39	SynCom	esb1.1pCASP1::CDEF	-0.499436226912051	0.221789596069262	242	-0.936320729843069	-0.062551723981033	K39	0.000332112325695502	1.0291278182655	Down	0.0839662687318879	0.164681311960039	-0.530499138880095	NoSignificant	NA
esb1.1pCASP1::CDEF_K39	NB_esb1.1pCASP1::CDEF_K39	NB	esb1.1pCASP1::CDEF	-1.02993536579215	0.210408085472279	242	-1.4444003968999	-0.615470334684389	K39	0.000172888066225771	1.03398604976382	Down	0.0839662687318879	0.164681311960039	-0.530499138880095	NoSignificant	NA
esb1.1pCASP1::CDEF_Mg24	SynCom_esb1.1pCASP1::CDEF_Mg24	SynCom	esb1.1pCASP1::CDEF	0.0375194860068494	0.238779215866797	242	-0.432831427124559	0.507870399138258	Mg24	0.194681781257901	-0.445156512861925	NoSignificant	0.413770137298802	0.56272738672637	-0.269458269920495	NoSignificant	NA
esb1.1pCASP1::CDEF_Mg24	NB_esb1.1pCASP1::CDEF_Mg24	NB	esb1.1pCASP1::CDEF	-0.231938783913646	0.226525854014428	242	-0.678152839424221	0.21427527159693	Mg24	0.000172473789649912	1.11438337726082	Down	0.413770137298802	0.56272738672637	-0.269458269920495	NoSignificant	NA
esb1.1pCASP1::CDEF_Mn55	SynCom_esb1.1pCASP1::CDEF_Mn55	SynCom	esb1.1pCASP1::CDEF	-0.348160546247783	0.184683988081334	242	-0.711953861002883	0.0156327685073167	Mn55	0.0019716658035238	0.741649294568193	Down	1.18539978610422e-06	8.78411636369534e-06	1.26885142450774	Significant	*
esb1.1pCASP1::CDEF_Mn55	NB_esb1.1pCASP1::CDEF_Mn55	NB	esb1.1pCASP1::CDEF	0.920690878259957	0.175206614910121	242	0.57556623660936	1.26581551991055	Mn55	7.51311268044728e-08	-1.21747801730987	Up	1.18539978610422e-06	8.78411636369534e-06	1.26885142450774	Significant	*
esb1.1pCASP1::CDEF_Mo98	NB_esb1.1pCASP1::CDEF_Mo98	NB	esb1.1pCASP1::CDEF	0.0984135023186073	0.240535011882966	242	-0.375396004377907	0.572223009015122	Mo98	0.629310525230516	-0.194464862012086	NoSignificant	0.563542213512945	0.697489077966772	0.202139280167078	NoSignificant	NA
esb1.1pCASP1::CDEF_Mo98	SynCom_esb1.1pCASP1::CDEF_Mo98	SynCom	esb1.1pCASP1::CDEF	-0.103725777848471	0.25354616485528	242	-0.6031648505824	0.395713294885458	Mo98	0.658029663538698	-0.18765926122246	NoSignificant	0.563542213512945	0.697489077966772	0.202139280167078	NoSignificant	NA
esb1.1pCASP1::CDEF_Na23	SynCom_esb1.1pCASP1::CDEF_Na23	SynCom	esb1.1pCASP1::CDEF	0.0469325858278176	0.156309843058543	242	-0.260968908643236	0.354834080298871	Na23	0.000225100886936736	-0.745233797015867	Up	0.000266600944011427	0.0011414470047304	0.797261809183327	Significant	*
esb1.1pCASP1::CDEF_Na23	NB_esb1.1pCASP1::CDEF_Na23	NB	esb1.1pCASP1::CDEF	0.844194395011145	0.148288537430537	242	0.552093389761664	1.13629540026063	Na23	6.4002826899888e-10	-1.18948009256898	Up	0.000266600944011427	0.0011414470047304	0.797261809183327	Significant	*
esb1.1pCASP1::CDEF_P31	SynCom_esb1.1pCASP1::CDEF_P31	SynCom	esb1.1pCASP1::CDEF	0.677078076572808	0.178169604798258	242	0.326116892598269	1.02803926054735	P31	1.735912847871e-06	-1.08672855745276	Up	0.0225192508253851	0.0535643085476238	0.563925688396349	NoSignificant	NA
esb1.1pCASP1::CDEF_P31	NB_esb1.1pCASP1::CDEF_P31	NB	esb1.1pCASP1::CDEF	1.24100376496916	0.169026528292368	242	0.908052751468478	1.57395477846984	P31	0.000208182977199117	-0.821227858480179	Up	0.0225192508253851	0.0535643085476238	0.563925688396349	NoSignificant	NA
esb1.1pCASP1::CDEF_Rb85	SynCom_esb1.1pCASP1::CDEF_Rb85	SynCom	esb1.1pCASP1::CDEF	-0.37166703241279	0.204748117672978	242	-0.774982973290765	0.0316489084651858	Rb85	0.00936398821964491	0.695697102752487	Down	0.0659168219695164	0.135106110277945	-0.521370122600398	NoSignificant	NA
esb1.1pCASP1::CDEF_Rb85	NB_esb1.1pCASP1::CDEF_Rb85	NB	esb1.1pCASP1::CDEF	-0.893037155013188	0.194241119543636	242	-1.27565625196165	-0.510418058064724	Rb85	0.000347911371740502	0.909681134685278	Down	0.0659168219695164	0.135106110277945	-0.521370122600398	NoSignificant	NA
esb1.1pCASP1::CDEF_S34	SynCom_esb1.1pCASP1::CDEF_S34	SynCom	esb1.1pCASP1::CDEF	1.22959780059415	0.180724057154682	242	0.873604817708497	1.5855907834798	S34	2.58081744246216e-09	-1.37689751151249	Up	7.34874592031411e-08	7.19927990159586e-07	-1.38346979484275	Significant	*
esb1.1pCASP1::CDEF_S34	NB_esb1.1pCASP1::CDEF_S34	NB	esb1.1pCASP1::CDEF	-0.153871994248606	0.171449894578573	242	-0.491596591335405	0.183852602838193	S34	0.0643730451363961	-0.438397882588042	NoSignificant	7.34874592031411e-08	7.19927990159586e-07	-1.38346979484275	Significant	*
esb1.1pCASP1::CDEF_Sr88	SynCom_esb1.1pCASP1::CDEF_Sr88	SynCom	esb1.1pCASP1::CDEF	0.302439170672794	0.23355193910549	242	-0.157614973583878	0.762493314929465	Sr88	0.977819501230671	-0.0136333573369978	NoSignificant	0.13835831394608	0.242336683214649	0.478657672313854	NoSignificant	NA
esb1.1pCASP1::CDEF_Sr88	NB_esb1.1pCASP1::CDEF_Sr88	NB	esb1.1pCASP1::CDEF	0.781096842986648	0.221566823856689	242	0.344651160131422	1.21754252584187	Sr88	5.19855675229286e-05	-1.16753916995126	Up	0.13835831394608	0.242336683214649	0.478657672313854	NoSignificant	NA
esb1.1pCASP1::CDEF_Zn66	SynCom_esb1.1pCASP1::CDEF_Zn66	SynCom	esb1.1pCASP1::CDEF	-0.12716388006289	0.3185088648894	242	-0.754567462478329	0.50023970235255	Zn66	0.990781866924866	0.00780138737058755	NoSignificant	0.000126272580118221	0.000608212927569432	1.71078004385115	Significant	*
esb1.1pCASP1::CDEF_Zn66	NB_esb1.1pCASP1::CDEF_Zn66	NB	esb1.1pCASP1::CDEF	1.58361616378826	0.302164040401602	242	0.988408864013674	2.17882346356285	Zn66	5.48754098181961e-05	-1.58616393391339	Up	0.000126272580118221	0.000608212927569432	1.71078004385115	Significant	*
etr1.1_As75	SynCom_etr1.1_As75	SynCom	etr1.1	0.394529516747938	0.233123826813889	242	-0.064681325437629	0.853740358933506	As75	0.00155921620548609	-0.969117291349126	Up	0.0504902910445791	0.107291868469731	0.64802707131221	NoSignificant	NA
etr1.1_As75	NB_etr1.1_As75	NB	etr1.1	1.04255658806015	0.233123826813889	242	0.583345745874581	1.50176743024572	As75	1.83079277454143e-06	-1.43633201692131	Up	0.0504902910445791	0.107291868469731	0.64802707131221	NoSignificant	NA
etr1.1_B11	SynCom_etr1.1_B11	SynCom	etr1.1	0.673548575310269	0.270728809752535	242	0.140262868613253	1.20683428200729	B11	0.000747094666649595	-1.19752012603448	Up	0.0389517194020663	0.0860557109101518	-0.794827809267724	NoSignificant	NA
