Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Description
AT5G08250,60.0017605652551,-0.512123386417216,0.178086650535676,-2.87569778462773,0.00403135491102197,0.0953130898357993,Cytochrome P450 superfamily protein
AT2G46240,60.7933642334443,-0.511634912342537,0.178428124579151,-2.8674566498376,0.00413785487272364,0.0966447149605419,BCL-2-associated athanogene 6
AT2G21330,14.2216857707632,-0.51124736989507,0.178870245629101,-2.85820242543399,0.00426048506528683,0.0977166028034889,fructose-bisphosphate aldolase 1
AT1G56600,24.1707005639753,-0.510918819567739,0.169601068765773,-3.0124740562416,0.00259127584622148,0.0753966699139275,galactinol synthase 2
AT1G76520,202.348759788325,-0.509510484660143,0.145983595438026,-3.49018999793332,0.000482677250264283,0.0260763324318436,Auxin efflux carrier family protein
AT5G15850,14.4603125237772,-0.509464362867869,0.175662452264457,-2.90024621824634,0.00372869640286371,0.0906300585432641,CONSTANS-like 1
AT3G03170,40.8600721216964,-0.508625362781636,0.178620494497861,-2.84751962092304,0.00440613779962682,0.0991182082216276,
AT5G62020,105.543603775888,-0.508208587626213,0.148478868563119,-3.42276710850724,0.000619871618519772,0.0299291633788377,heat shock transcription factor  B2A
AT4G34990,53.0564836294538,-0.506663393045122,0.125509406861574,-4.03685592749176,5.41723132755027e-05,0.00599025274084158,myb domain protein 32
AT4G33610,1129.00611510722,-0.505081518488623,0.125826408517467,-4.01411376546209,5.96695634158023e-05,0.00634015053459934,glycine-rich protein
AT1G02475,24.5045218922612,-0.504328311171481,0.134000453966496,-3.76363136275328,0.000167463693824937,0.0125951655910371,Polyketide cyclase/dehydrase and lipid transport superfamily protein
AT1G04220,148.431978333786,-0.502502328637034,0.137997209140987,-3.64139486417905,0.000271164861271632,0.0172670506389933,3-ketoacyl-CoA synthase 2
AT5G04250,26.1176035389228,-0.502342375649568,0.167286261749418,-3.00289079567119,0.00267428374869272,0.077024782362998,Cysteine proteinases superfamily protein
AT3G08940,151.360258685434,-0.502298989083324,0.168502633364902,-2.98095631535661,0.00287349780015137,0.0801002582584852,light harvesting complex photosystem II
AT4G25810,37.06750875296,-0.500859802661067,0.163984252790696,-3.05431646110769,0.00225573993409686,0.0689557555620929,xyloglucan endotransglycosylase 6
AT5G38200,361.429361651402,-0.499351405717917,0.166814331994365,-2.99345625611344,0.00275837047195115,0.0782718418817693,Class I glutamine amidotransferase-like superfamily protein
AT3G26630,22.3492679962611,-0.499087540967414,0.1456392283355,-3.42687575779855,0.000610568358453152,0.0297536380252562,Tetratricopeptide repeat (TPR)-like superfamily protein
AT5G37500,41.5079369005729,-0.4984581224016,0.132778706445673,-3.75405165289471,0.000173998983628949,0.0130374952733406,gated outwardly-rectifying K+ channel
AT2G29490,306.812988511103,-0.497989273218197,0.136158656471743,-3.65741911768604,0.000254767614523277,0.0164862770294267,glutathione S-transferase TAU 1
AT2G30570,77.1136764238253,-0.497107604318202,0.0955515979276275,-5.20250435471232,1.96620750759241e-07,0.000139985591289815,photosystem II reaction center W
AT1G14130,97.2114804109952,-0.495584976528933,0.123663397686003,-4.00753162053081,6.13566489307457e-05,0.00634015053459934,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
AT5G01880,43.6741214007482,-0.493258177656265,0.171350926452,-2.87864319072964,0.00399389923532037,0.0947647686418695,RING/U-box superfamily protein
AT5G17650,138.203351009988,-0.493056360475454,0.125118064772088,-3.94072879382839,8.12344284944163e-05,0.00774681049914934,glycine/proline-rich protein
AT2G39730,37.7179468816644,-0.492592595343658,0.137964759547418,-3.57042332374997,0.000356404773771229,0.0207704782047788,rubisco activase
AT4G28750,50.6090129832106,-0.490535821938424,0.120755722815608,-4.06221593892873,4.8609080001003e-05,0.00562380861538257,Photosystem I reaction centre subunit IV / PsaE protein
AT5G01530,313.349752905842,-0.490443511101046,0.146374909438683,-3.35059822056794,0.000806372065933516,0.0344258157182658,light harvesting complex photosystem II
AT1G55990,136.676841097812,-0.490135560367631,0.156654163583141,-3.12877455125859,0.00175536934750408,0.0583104441085064,glycine-rich protein
AT1G35420,14.1666594450376,-0.489420319888238,0.168385884456157,-2.90654006699515,0.00365450093367323,0.0903695510037732,alpha/beta-Hydrolases superfamily protein
AT1G68620,143.786998204393,-0.488704654558067,0.146784292421287,-3.32940702643734,0.000870311155153128,0.0358391975895806,alpha/beta-Hydrolases superfamily protein
AT5G54230,39.8119523358926,-0.488670183335783,0.171295887138634,-2.85278410064971,0.00433380543584649,0.0989158876642411,myb domain protein 49
AT5G20220,20.0310966772955,-0.488309784432106,0.141609166590456,-3.44829219879766,0.000564143375952529,0.0278811049379797,zinc knuckle (CCHC-type) family protein
AT3G53960,27.9750284060212,-0.488226583649293,0.15324893919781,-3.18583989034406,0.00144334450847417,0.0513082070144492,Major facilitator superfamily protein
AT4G37700,238.818639033263,-0.488070464910417,0.167011414540521,-2.92237788808141,0.00347369803109923,0.0883090248186718,
AT4G28530,37.7062042509467,-0.487739219987263,0.15528892229194,-3.14085005413536,0.00168458256365951,0.0571010460481252,NAC domain containing protein 74
AT5G49700,30.9615145847543,-0.484606932447541,0.159046161837952,-3.04695773131133,0.00231170214497797,0.0701286688760366,Predicted AT-hook DNA-binding family protein
AT3G01175,22.5925831518067,-0.48393541632222,0.163637700570182,-2.95735893767749,0.00310286686427963,0.0834591625802393,Protein of unknown function (DUF1666)
AT1G76100,21.0755881084665,-0.483515224164205,0.158793697493948,-3.04492704556258,0.0023273675749984,0.070419705057911,plastocyanin 1
AT3G14560,202.93891126912,-0.482746298269096,0.125865887945389,-3.83540215819676,0.000125359003982645,0.0102983729418914,
AT2G26670,853.817511354374,-0.481514335684979,0.134328378113414,-3.58460619005193,0.00033758719390852,0.0199888438188743,Plant haem oxygenase (decyclizing) family protein
AT1G15820,198.592973304175,-0.480296886967562,0.0981697323597747,-4.89251498829964,9.95555317822162e-07,0.000422179000840713,light harvesting complex photosystem II subunit 6
AT5G18980,73.8949758200383,-0.480244168828749,0.105214926829333,-4.56441099472267,5.0089865038335e-06,0.00120676596840165,ARM repeat superfamily protein
AT5G57050,93.2712659286905,-0.477856768179075,0.15422034687681,-3.09853257275308,0.00194481590187778,0.0624188820295105,Protein phosphatase 2C family protein
AT5G06860,778.015074682627,-0.475480709193798,0.148419024181508,-3.20363721440664,0.00135703357103684,0.0487333983861897,polygalacturonase inhibiting protein 1
AT5G59540,100.81985632886,-0.475264893987032,0.12963753807044,-3.66610552052285,0.00024627233884085,0.0162531588921754,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
AT1G30070,84.3216181625526,-0.474272736070747,0.158848211903225,-2.98569766941846,0.00282932213317614,0.0790900693356712,SGS domain-containing protein
AT5G64810,102.229878275141,-0.474151062504514,0.160431889946988,-2.95546641419725,0.00312196686245461,0.083731095030989,WRKY DNA-binding protein 51
AT3G53230,254.841307556922,-0.472582684404991,0.156703089006963,-3.0157841010013,0.00256315693695029,0.0750324354296656,ATPase, AAA-type, CDC48 protein
AT1G28470,92.0347834347896,-0.471593510093715,0.142412462051099,-3.31146237696883,0.000928097188989394,0.037445151971149,NAC domain containing protein 10
AT4G01840,18.8706849020529,-0.469421059585759,0.152928988197874,-3.06953616261673,0.00214391448882843,0.0665581926430522,Ca2+ activated outward rectifying K+ channel 5
AT1G78850,4397.01116543533,-0.469304487953788,0.108446226973186,-4.32753172749687,1.50789629621744e-05,0.00248379182478593,D-mannose binding lectin protein with Apple-like carbohydrate-binding domain
AT4G15760,310.245796471501,-0.468947133683661,0.104257622219984,-4.49796498038464,6.86069943990249e-06,0.00148631087539888,monooxygenase 1
AT1G72770,134.21191743205,-0.468035716420844,0.14521792137951,-3.22298867780711,0.00126860568032697,0.0463937244304528,HYPERSENSITIVE TO ABA1
AT5G67030,146.88008674186,-0.467070612035492,0.121791188684687,-3.83501152324508,0.000125558407750721,0.0102983729418914,zeaxanthin epoxidase (ZEP) (ABA1)
AT4G23190,56.5576024968983,-0.466193317354119,0.126099604172602,-3.69702443090944,0.00021814135622456,0.0148388237915075,cysteine-rich RLK (RECEPTOR-like protein kinase) 11
AT5G64250,637.552388983622,-0.466071895290184,0.148615546236526,-3.13609112298668,0.00171215996249135,0.0577412186335279,Aldolase-type TIM barrel family protein
AT5G57660,168.174071484829,-0.465450792308815,0.137168104869912,-3.39328732980777,0.000690591591812122,0.031641795440017,CONSTANS-like 5
AT1G28190,115.924832933758,-0.464963036847702,0.138118798561862,-3.36639937277945,0.000761563620273526,0.033433313911171,
AT2G41170,29.7228292021429,-0.463129328838391,0.140612024656908,-3.29366801998921,0.00098889218993058,0.0390161176753726,F-box family protein
AT5G13330,127.556101306815,-0.461759885934797,0.160659111710506,-2.87415933661359,0.00405104531981169,0.0954395492405037,related to AP2 6l
AT2G03360,75.2140812321161,-0.46166302354243,0.143170747482619,-3.22456250078932,0.00126165313344245,0.0462242805195616,Glycosyltransferase family 61 protein
AT1G47128,2387.50463497731,-0.460405740791674,0.0899729617110899,-5.11715666613346,3.10175974497006e-07,0.000181826980814701,Granulin repeat cysteine protease family protein
AT1G08380,204.798926857108,-0.459807866439734,0.120561848980789,-3.81387537041674,0.000136804477239327,0.0107772728690001,photosystem I subunit O
AT3G22370,235.289133773845,-0.459801352948667,0.124266548740237,-3.70012169493675,0.000215496103011373,0.0147090850312317,alternative oxidase 1A
AT1G54540,97.8533666726085,-0.458723783703057,0.136441675225136,-3.36205036288319,0.000773660115817526,0.0338153942288577,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
AT3G48020,109.619388979948,-0.454020504500039,0.1311445139178,-3.46198625422193,0.000536204540289869,0.0272629915625443,
AT5G09520,258.65004442292,-0.453677010193979,0.15631708750418,-2.90228673932943,0.00370449291302884,0.0906228062742176,hydroxyproline-rich glycoprotein family protein
AT4G12800,95.0731321974302,-0.453416439431318,0.116447242730195,-3.89374989738374,9.87064180579564e-05,0.00864880306370119,photosystem I subunit l
AT2G30140,252.680401481975,-0.451636971496959,0.152901882932271,-2.95376984792931,0.00313918024384595,0.0839002548267944,UDP-Glycosyltransferase superfamily protein
AT2G05100,149.161588614417,-0.451145134716652,0.14839091014506,-3.04024777714237,0.00236383590303932,0.0713842627022374,photosystem II light harvesting complex gene 2.1
AT3G45970,127.572661782462,-0.450972748463038,0.156295603485154,-2.88538345549735,0.00390937176566906,0.0934264852056955,expansin-like A1
AT1G06680,224.667244672776,-0.45045044925781,0.0768196248061387,-5.8637418549565,4.52550872924913e-09,8.19981040751495e-06,photosystem II subunit P-1
AT5G54270,169.35972155526,-0.450436427606166,0.122933138392724,-3.6640765337593,0.000248232558381601,0.0162747471088937,light-harvesting chlorophyll B-binding protein 3
AT3G12500,1149.57190808906,-0.448035542040236,0.11044764302822,-4.05654235578173,4.9804533991998e-05,0.00570490900571559,basic chitinase
AT3G51430,71.2343911374041,-0.446260077556843,0.102904019842612,-4.33666321528917,1.44662017502167e-05,0.00243771186711843,Calcium-dependent phosphotriesterase superfamily protein
AT1G44446,22.9607808305087,-0.445876628776449,0.153205573902694,-2.91031597231338,0.00361063527471006,0.0897301392272397,Pheophorbide a oxygenase family protein with Rieske [2Fe-2S] domain
AT1G19970,31.2886801126445,-0.445255697905937,0.147986184304551,-3.00876531142673,0.00262311658622546,0.0762118610496497,ER lumen protein retaining receptor family protein
AT2G33150,1405.97811117569,-0.444773979482516,0.132512651872541,-3.35646425603443,0.000789459248704553,0.0341564501884349,peroxisomal 3-ketoacyl-CoA thiolase 3
AT3G23920,354.041224628785,-0.443493486977421,0.155474999418081,-2.85250676081266,0.00433758897288379,0.0989158876642411,beta-amylase 1
AT3G61470,136.893928922935,-0.44128199816272,0.137273988267138,-3.2146075431565,0.00130622974976038,0.0473353911681347,photosystem I light harvesting complex gene 2
AT4G11880,225.152779251922,-0.441192225282295,0.108362026699308,-4.07146524221583,4.67183342097491e-05,0.00550972259842905,AGAMOUS-like 14
AT2G43060,22.5758764864771,-0.440581372696174,0.153609911346589,-2.86818323657575,0.00412836361570872,0.0965756047238151,ILI1 binding bHLH 1
AT4G22920,129.937617737258,-0.440151417715825,0.149089012244217,-2.9522726798594,0.00315444234528206,0.0839401740771919,non-yellowing 1
AT3G14690,550.586222099057,-0.440097268991984,0.126226246737398,-3.48657494274993,0.000489248282929026,0.0261932928404972,cytochrome P450, family 72, subfamily A, polypeptide 15
AT5G35690,223.409231906674,-0.438296285968291,0.0961938590039554,-4.55638530886123,5.20414339717037e-06,0.00122618330345058,
AT5G64240,148.975635410795,-0.436921503565304,0.134893988920246,-3.23899906187538,0.00119949968000858,0.0444920392802453,metacaspase 3
AT3G13080,78.3452229364498,-0.435815022506799,0.152930787593019,-2.84975333852719,0.0043753145953131,0.0990971377281701,multidrug resistance-associated protein 3
AT5G04760,150.658764366179,-0.435377057488785,0.145529769819601,-2.99167007567235,0.00277455939654133,0.0784393522446316,Duplicated homeodomain-like superfamily protein
AT5G48410,33.9365313820386,-0.434563017228606,0.131486097391772,-3.30501114451513,0.000949726234889484,0.0381632935233514,glutamate receptor 1.3
AT3G04640,218.261958287554,-0.432844147701062,0.147959137258501,-2.92543032975947,0.00343980189398098,0.087670961060019,glycine-rich protein
AT3G52790,140.827991415212,-0.432537078347616,0.0968605022602871,-4.46556716364412,7.98569145170833e-06,0.00167539806656841,peptidoglycan-binding LysM domain-containing protein
AT4G20860,591.697807275492,-0.432471510834492,0.117434732767227,-3.68265419134316,0.000230818171622631,0.0154896867966689,FAD-binding Berberine family protein
AT2G37130,1706.71217035926,-0.430738746427231,0.120968573120132,-3.56074917077406,0.000369798208573471,0.0214881868661162,Peroxidase superfamily protein
AT2G45450,61.5044318903902,-0.430279304046033,0.124451625368999,-3.45740204493315,0.000545410484285169,0.0274509504098174,protein binding
AT3G14590,82.7848849696709,-0.427952134284068,0.116033193959807,-3.68818714438134,0.000225857511095915,0.0152079934245023,Calcium-dependent lipid-binding (CaLB domain) family protein
AT2G21185,73.9926136580074,-0.427682135921397,0.13104978849684,-3.26350878415733,0.0011004177291653,0.0416966269201399,
AT1G66890,67.3194330767047,-0.427672061347281,0.144081721386376,-2.968260354139,0.002994905365176,0.0814562484405784,
AT2G40110,435.518156814809,-0.427208300449519,0.100921934643185,-4.23305698567847,2.30536060205468e-05,0.00340695115154425,Yippee family putative zinc-binding protein
AT5G19410,45.0960907105393,-0.426816001552285,0.144530717202531,-2.95311619435325,0.00314583527714989,0.0839002548267944,ABC-2 type transporter family protein
AT5G59820,297.76725805872,-0.425875442286849,0.127728564925741,-3.33422239993414,0.000855382348847162,0.035370592520483,C2H2-type zinc finger family protein
AT2G48130,620.372495590548,-0.425619695043462,0.139565037214597,-3.04961545912837,0.00229134539935653,0.0698299773005735,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT1G63720,124.704818693246,-0.425470962307237,0.127010687941083,-3.34988314136681,0.000808456601045153,0.0344258157182658,
AT3G27880,68.1898197322901,-0.424676724917729,0.140011282644348,-3.03316073459937,0.00242006660387445,0.0719590843933326,Protein of unknown function (DUF1645)
AT4G15630,32.6890811080415,-0.424605111313061,0.139452612358043,-3.04479854578051,0.00232836213101015,0.070419705057911,Uncharacterised protein family (UPF0497)
AT3G19900,86.918249833225,-0.424420785913372,0.147751614306023,-2.87252892570306,0.0040720079965314,0.0957819732879377,
AT1G62430,26.4726971405009,-0.423860245150572,0.147110528890989,-2.88123663442648,0.00396118122745118,0.0944381615362794,CDP-diacylglycerol synthase 1
AT3G01420,6403.90862381754,-0.423746795488423,0.121884412546446,-3.47662827949348,0.000507761261435329,0.0267023474978035,Peroxidase superfamily protein
AT3G10500,386.394393083089,-0.422439158670394,0.0845609617309545,-4.99567590083067,5.86300547574447e-07,0.000285013566187958,NAC domain containing protein 53
AT1G53110,27.3360802190046,-0.419182450228784,0.146260916500502,-2.8659908624827,0.00415706244454841,0.0966795934449176,
AT5G57345,35.6397345833111,-0.419022809968022,0.145948981326243,-2.87102250499009,0.0040914639512849,0.0960506101449462,
AT5G66570,522.532288432808,-0.418964940561413,0.0768303653621436,-5.45311659767075,4.94945924086711e-08,4.93238360648612e-05,PS II oxygen-evolving complex 1
AT1G24440,109.160439976647,-0.418512242070716,0.123997056348106,-3.37517885018008,0.000737677334603253,0.032805970451752,RING/U-box superfamily protein
AT5G46180,138.882021056665,-0.418050028251918,0.121920443071698,-3.42887556606135,0.000606087335992305,0.029668148159994,ornithine-delta-aminotransferase
AT2G25450,1539.17170473569,-0.416503990937072,0.100990583754031,-4.12418638901518,3.72047530349633e-05,0.00452151178499911,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
AT2G03760,244.335360800376,-0.415429249432226,0.13330591706824,-3.11636016291436,0.00183098496307209,0.0601208588121744,sulphotransferase 12
AT4G00940,44.64913494622,-0.414634342998751,0.123540451651236,-3.35626377803195,0.000790031786506872,0.0341564501884349,Dof-type zinc finger DNA-binding family protein
AT1G62570,1041.15942825584,-0.414432988542964,0.141020503641705,-2.93881370326066,0.00329471047519343,0.0859514063888485,flavin-monooxygenase glucosinolate S-oxygenase 4
AT2G48140,509.400695481576,-0.414046769063166,0.107823312170545,-3.84004869381367,0.000123009909407677,0.0101730726323834,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT3G62260,182.050335716852,-0.413772062968486,0.142090417604329,-2.91203354838953,0.0035908406654442,0.0896103301183627,Protein phosphatase 2C family protein
AT5G14730,93.7537983956645,-0.413571934056723,0.133591359531981,-3.0957985269827,0.00196283679583677,0.0627950243624762,
AT3G16520,70.5191200674702,-0.41354942475916,0.107369672540278,-3.85164092406099,0.000117328978791792,0.00982556250545889,UDP-glucosyl transferase 88A1
AT1G75000,59.9614322464163,-0.412111105643971,0.122939654390284,-3.35214140374662,0.000801890500489186,0.0344258157182658,GNS1/SUR4 membrane protein family
AT2G46750,1889.37557903045,-0.409854734521247,0.129750595895118,-3.15878884172946,0.00158426231676112,0.0548193267975101,D-arabinono-1,4-lactone oxidase family protein
AT2G37760,177.97623629233,-0.409689876580009,0.142441294529455,-2.87620158138405,0.00402492578658765,0.0952741043378605,NAD(P)-linked oxidoreductase superfamily protein
AT2G16700,140.389560519952,-0.408871693499791,0.116745336330111,-3.50225290664852,0.000461341478242518,0.0253305702557896,actin depolymerizing factor 5
AT5G58070,587.948708223897,-0.407856376990069,0.0953869022045518,-4.27581111833829,1.90442638505265e-05,0.00296540017816285,temperature-induced lipocalin
AT4G04620,186.419829473691,-0.407190362760038,0.105930604800878,-3.84393503204717,0.000121077071705576,0.0100549463173493,Ubiquitin-like superfamily protein
AT4G27020,53.5289253242907,-0.406792705289077,0.113825254820617,-3.57383522602397,0.000351790355355332,0.0206221575664327,
AT5G09530,685.485555215565,-0.406301266700755,0.0973195152705951,-4.1749207810072,2.98089765754346e-05,0.00396081808083325,hydroxyproline-rich glycoprotein family protein
AT1G70420,168.42790301228,-0.404747181569783,0.0677032206068137,-5.97825595211122,2.25539176384462e-09,4.99469036057634e-06,Protein of unknown function (DUF1645)
AT2G06520,167.743302592923,-0.404324657724739,0.0725940986246522,-5.56966289801737,2.55232665641887e-08,2.99237779935792e-05,photosystem II subunit X
AT2G25350,27.3303882513125,-0.401852383290311,0.131368828381597,-3.05896298414888,0.00222104591049939,0.0682090385857679,Phox (PX) domain-containing protein
AT4G15120,36.1302294070184,-0.401356459102402,0.133583093692364,-3.00454532088252,0.00265978129520941,0.0767179464469158,VQ motif-containing protein
AT4G33420,755.84413942285,-0.401121320899992,0.121999837546267,-3.28788405761501,0.00100943401671342,0.0393718774698929,Peroxidase superfamily protein
AT4G23920,42.8228374494529,-0.399721395608981,0.134418801688466,-2.9737015252925,0.00294231126063322,0.0808871803250769,UDP-D-glucose/UDP-D-galactose 4-epimerase 2
AT1G10170,104.564890974273,-0.398191572638836,0.114808410960424,-3.46831359573558,0.000523735728714644,0.0270413616637082,NF-X-like 1
AT2G33480,247.996622255921,-0.395334305705576,0.0995621503472033,-3.97072887966889,7.16530826797944e-05,0.0069653283780662,NAC domain containing protein 41
AT4G23880,48.4261319239046,-0.394382055733529,0.138251285130239,-2.85264658018915,0.0043356811490389,0.0989158876642411,
AT2G44260,227.742246090277,-0.393869915926673,0.105102073906685,-3.7474989910891,0.000178606554986686,0.0132576082429822,Plant protein of unknown function (DUF946)
AT4G27745,585.171409859068,-0.392532874415154,0.126213627888952,-3.11006728021891,0.00187044733838244,0.0606177006525209,Yippee family putative zinc-binding protein
AT1G60960,245.695058158498,-0.392411783253997,0.100794604289237,-3.89318243790059,9.89376899565437e-05,0.00864880306370119,iron regulated transporter 3
ATMG00670,110.276902656006,-0.391831208981753,0.133790440195501,-2.92869362272215,0.00340389755415735,0.0870108334926159,
AT5G52450,39.9424531143923,-0.391628098066031,0.137586022157998,-2.84642358230476,0.00442133396404875,0.0991182661021708,MATE efflux family protein
AT4G30960,2342.29169261898,-0.391292064683967,0.105629029664887,-3.70439893204888,0.000211892568528592,0.0145628647701495,SOS3-interacting protein 3
AT3G11660,163.611681660136,-0.390733423791672,0.0945816208860551,-4.13117707363462,3.60910429738915e-05,0.00443474349786985,NDR1/HIN1-like 1
AT2G23120,1172.21960140749,-0.389999508432261,0.10803832988174,-3.60982540973337,0.000306403168941313,0.0186756011014352,Late embryogenesis abundant protein, group 6
AT4G36930,32.2036888144069,-0.389722150336032,0.123931348128397,-3.14466159064346,0.00166279052702694,0.0565698529022885,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
AT3G26650,119.186671440221,-0.389470359674347,0.109679362516031,-3.55099036628174,0.000383784464501973,0.0220438275561638,glyceraldehyde 3-phosphate dehydrogenase A subunit
AT1G79720,33.0231766279429,-0.388738382452122,0.13645367094121,-2.84886716327043,0.00438751951550823,0.0991182082216276,Eukaryotic aspartyl protease family protein
AT2G39050,305.393724507048,-0.387353598517872,0.1329102463843,-2.91439982285391,0.00356373164021559,0.0891236647148328,hydroxyproline-rich glycoprotein family protein
AT1G58030,540.275311223969,-0.38574260146779,0.116925916328775,-3.29903423962186,0.000970180769418867,0.0386733458305749,cationic amino acid transporter 2
AT5G19940,63.5164816116114,-0.384284599510605,0.121149386061686,-3.17198965676093,0.00151398399112957,0.0531253783929638,Plastid-lipid associated protein PAP / fibrillin family protein
AT3G49590,122.317615812958,-0.383882095635398,0.129155682886214,-2.97224316465886,0.0029563243982411,0.0810460693318239,Autophagy-related protein 13
AT5G56600,123.823368096928,-0.382020286542327,0.112355396594361,-3.40010625320955,0.000673596724164411,0.0312219914170253,profilin 3
AT2G01890,406.013228130755,-0.381925976026343,0.126383382208252,-3.02196356319228,0.00251140776287511,0.0740456629021653,purple acid phosphatase 8
AT1G56320,170.240890407071,-0.381779498792877,0.102829979893664,-3.71272559994346,0.000205039153363133,0.0143568427474425,
AT3G55890,56.3257721033514,-0.378602475029731,0.12234543355741,-3.09453703355485,0.00197120324014607,0.0628608828469622,Yippee family putative zinc-binding protein
AT3G56880,133.527044308107,-0.377508860066826,0.103167327815585,-3.65919005619333,0.000253013649495349,0.0164797877388621,VQ motif-containing protein
ATCG00330,330.700634221654,-0.37734211194151,0.116875216091458,-3.22858964082025,0.00124402263674306,0.0457603939235875,chloroplast ribosomal protein S14
ATCG00630,191.353178216365,-0.376372614547778,0.10868138248763,-3.46308269119246,0.000534024250510561,0.0272629915625443,PSAJ
AT1G01120,788.410984434774,-0.376303798986085,0.125820509862769,-2.99079855419848,0.00278248983273971,0.0784410252564853,3-ketoacyl-CoA synthase 1
AT3G55430,286.317773535444,-0.376244400334787,0.0963109397699394,-3.90655932995289,9.36196641115868e-05,0.008559328098202,O-Glycosyl hydrolases family 17 protein
AT5G47070,80.1155631635776,-0.375440087085636,0.13130452945995,-2.85930796622024,0.00424566386998373,0.0975228307707505,Protein kinase superfamily protein
AT1G31330,383.269471516799,-0.374136857452688,0.089878547029321,-4.16269365514591,3.14515202421864e-05,0.00407052110355207,photosystem I subunit F
AT2G38530,315.288810363145,-0.373947988416914,0.125235316068121,-2.98596274722943,0.00282687077785658,0.0790900693356712,lipid transfer protein 2
AT5G27350,159.266627507226,-0.373039744509662,0.128513059685822,-2.90273802072442,0.00369915939676283,0.0906228062742176,Major facilitator superfamily protein
AT5G65110,393.909198583405,-0.372930698206481,0.129100123467567,-2.88869358285447,0.00386845834125156,0.0932290689471842,acyl-CoA oxidase 2
AT3G58550,695.471364082722,-0.372497917356172,0.129363993316062,-2.87945592747811,0.00398361972195858,0.0947647686418695,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT3G06810,68.4473228652127,-0.370661975245105,0.121999244296374,-3.03823173153969,0.00237970881727518,0.071695515722531,acyl-CoA dehydrogenase-related
AT5G42250,253.825320295383,-0.370519790806546,0.0942612536040564,-3.9307751238161,8.46724402652587e-05,0.00792303477430456,Zinc-binding alcohol dehydrogenase family protein
AT4G02890,77.1916540959985,-0.369868974433275,0.113677271509013,-3.25367568664727,0.0011392225695114,0.0430034943805526,Ubiquitin family protein
AT5G09220,1042.92268262016,-0.368801126673804,0.0984246048555479,-3.74704198421799,0.000178932146774482,0.0132576082429822,amino acid permease 2
AT5G57610,64.4843864775205,-0.367524222722059,0.116651520705474,-3.15061664433847,0.00162926184337562,0.0559876168971025,Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain
AT1G55240,104.755883192183,-0.366434269739944,0.109418800455117,-3.34891506958399,0.000811286604982176,0.0344258157182658,Family of unknown function (DUF716) 
AT2G01850,304.430524153924,-0.36582726055021,0.128334942462271,-2.85056628795981,0.00436414525813216,0.0990971377281701,endoxyloglucan transferase A3
AT1G22190,281.388628365169,-0.365325568037918,0.123865372891133,-2.94937608074702,0.00318416238891696,0.0843930060817871,Integrase-type DNA-binding superfamily protein
AT4G01910,130.633962176263,-0.365148177653705,0.113101392790469,-3.22850292683995,0.00124439985482838,0.0457603939235875,Cysteine/Histidine-rich C1 domain family protein
AT5G64410,241.400138382576,-0.364955337557349,0.10724967475215,-3.40285728978432,0.000666851019775056,0.031004645544606,oligopeptide transporter 4
AT1G14340,97.0371033122032,-0.364381421581052,0.103882835556835,-3.50761913291919,0.000452135858554069,0.0249626587170115,RNA-binding (RRM/RBD/RNP motifs) family protein
AT3G27610,29.0025974174065,-0.361325920505866,0.126042648440513,-2.86669571749278,0.00414781600105029,0.0966447149605419,Nucleotidylyl transferase superfamily protein
AT1G33590,271.491995623815,-0.361255655843823,0.114248286969506,-3.16202251627847,0.00156677449155386,0.05440310521108,Leucine-rich repeat (LRR) family protein
AT4G24160,271.555721822621,-0.360788261838268,0.105315620672827,-3.42578109052874,0.00061303424570184,0.029800940368496,alpha/beta-Hydrolases superfamily protein
AT1G55670,156.90834434059,-0.360301916882455,0.124006990114443,-2.90549683167007,0.00366670561293031,0.0904654423983466,photosystem I subunit G
AT4G18530,28.221905939708,-0.360287572673328,0.12560295420593,-2.86846416114246,0.00412469925298771,0.0965756047238151,Protein of unknown function (DUF707)
AT4G08230,492.209478281366,-0.358896981729854,0.0994177021499677,-3.60999071562197,0.000306207965274751,0.0186756011014352,glycine-rich protein
AT2G02390,1521.61653216853,-0.357298936440982,0.112040673505895,-3.18901096593445,0.00142760461984263,0.0509920926130528,glutathione S-transferase zeta 1
AT1G30320,116.118940481922,-0.355540995004182,0.123325634221353,-2.88294479285656,0.00393976482233607,0.094040063082611,Remorin family protein
AT4G19880,900.881775797219,-0.354792898273614,0.0959903897392278,-3.69612936500687,0.000218911456949228,0.0148405586682145,Glutathione S-transferase family protein
AT5G43850,122.133396395383,-0.353211900744844,0.103507794294156,-3.41241838987564,0.000643892035872848,0.0307999443721123,RmlC-like cupins superfamily protein
